InstitutionId,InstitutionName,TaxonomyLevel,TaxonomyValue,NonAttritionEvents,AttritionEvents,ProductionRank,PrestigeRank,OrdinalPrestigeRank
321.0,University of North Texas Health Science Center,Field,Pharmacology,11.0,3.0,72,0.1397162109486159,88
321.0,University of North Texas Health Science Center,Field,Public Health,3.0,1.0,111,0.1929460632013638,95
321.0,University of North Texas Health Science Center,Domain,Medicine and Health,26.0,6.0,187,0.1044498396193123,255
321.0,University of North Texas Health Science Center,Domain,Natural Sciences,17.0,7.0,208,0.2717768607907737,239
322.0,University of Northern Colorado,Academia,Academia,161.0,72.0,161,0.4606101522093928,140
322.0,University of Northern Colorado,Field,Biological Sciences,6.0,2.0,165,0.2793203167062059,150
322.0,University of Northern Colorado,Field,Counselor Education,9.0,7.0,53,0.5338949615349224,24
322.0,University of Northern Colorado,Field,Education Administration,8.0,4.0,68,0.4757920460788563,59
322.0,University of Northern Colorado,Field,"Exercise Science, Kinesiology, Rehab, Health",22.0,7.0,63,0.5749860088030413,56
322.0,University of Northern Colorado,Field,"Health, Physical Education, Recreation",16.0,7.0,24,0.5200516901455573,18
322.0,University of Northern Colorado,Field,Mathematics,7.0,5.0,117,0.2064012504366416,177
322.0,University of Northern Colorado,Field,Nursing,15.0,7.0,97,0.708990533249928,58
322.0,University of Northern Colorado,Field,Psychology,7.0,4.0,161,0.2919835310130572,171
322.0,University of Northern Colorado,Domain,Education,42.0,22.0,67,0.539675369711679,74
322.0,University of Northern Colorado,Domain,Mathematics and Computing,9.0,5.0,162,0.2505615286379209,165
322.0,University of Northern Colorado,Domain,Medicine and Health,50.0,20.0,144,0.5164857050493442,97
322.0,University of Northern Colorado,Domain,Natural Sciences,11.0,3.0,238,0.2810582935928153,235
322.0,University of Northern Colorado,Domain,Social Sciences,26.0,16.0,146,0.3409818700507021,172
323.0,University of Notre Dame,Academia,Academia,732.0,197.0,83,0.5764053165901282,73
323.0,University of Notre Dame,Field,Aerospace Engineering,10.0,4.0,52,0.1658825324198355,47
323.0,University of Notre Dame,Field,Agricultural Engineering,7.0,1.0,73,0.3660655463860512,50
323.0,University of Notre Dame,Field,Architecture,4.0,3.0,48,0.5681263090061921,21
323.0,University of Notre Dame,Field,Asian Studies,1.0,1.0,37,0.1696080889985981,34
323.0,University of Notre Dame,Field,Biochemistry,18.0,7.0,73,0.4491822108742058,88
323.0,University of Notre Dame,Field,Biological Sciences,33.0,10.0,65,0.552158081352667,51
323.0,University of Notre Dame,Field,Chemical Engineering,25.0,4.0,29,0.6317491154479071,28
323.0,University of Notre Dame,Field,Chemistry,32.0,14.0,48,0.491452809788041,67
323.0,University of Notre Dame,Field,Civil Engineering,24.0,7.0,46,0.5692052118473554,34
323.0,University of Notre Dame,Field,Computer Engineering,37.0,10.0,44,0.6733163831846254,30
323.0,University of Notre Dame,Field,Computer Science,27.0,7.0,64,0.4392692199198085,77
323.0,University of Notre Dame,Field,Economics,15.0,7.0,73,0.4707277775068406,69
323.0,University of Notre Dame,Field,Electrical Engineering,42.0,10.0,43,0.5875594442378232,32
323.0,University of Notre Dame,Field,English Language and Literature,49.0,12.0,42,0.6052788995344982,39
323.0,University of Notre Dame,Field,Environmental Engineering,16.0,5.0,52,0.5156188752836515,36
323.0,University of Notre Dame,Field,Finance,4.0,3.0,112,0.3961506424578984,69
323.0,University of Notre Dame,Field,History,35.0,4.0,33,0.5740617605216133,48
323.0,University of Notre Dame,Field,Management,4.0,3.0,117,0.3512414312961157,86
323.0,University of Notre Dame,Field,Marketing,2.0,1.0,116,0.3852719256987162,69
323.0,University of Notre Dame,Field,Mathematics,37.0,12.0,55,0.6038102718760826,39
323.0,University of Notre Dame,Field,Mechanical Engineering,20.0,9.0,60,0.458480646165913,61
323.0,University of Notre Dame,Field,Philosophy,63.0,14.0,14,0.6036986854153682,41
323.0,University of Notre Dame,Field,Physics,29.0,9.0,40,0.4973383480557355,69
323.0,University of Notre Dame,Field,Political Science,34.0,9.0,42,0.5736375061843907,54
323.0,University of Notre Dame,Field,Psychology,29.0,4.0,87,0.5319782166497848,76
323.0,University of Notre Dame,Field,Sociology,19.0,6.0,63,0.5535628012584815,53
323.0,University of Notre Dame,Field,Statistics,10.0,2.0,63,0.4870996948186044,46
323.0,University of Notre Dame,Field,Theological Studies,73.0,14.0,3,0.8056326756919705,2
323.0,University of Notre Dame,Domain,Applied Sciences,23.0,13.0,124,0.324273117730306,106
323.0,University of Notre Dame,Domain,Engineering,104.0,31.0,63,0.5928597741427178,60
323.0,University of Notre Dame,Domain,Humanities,235.0,45.0,39,0.5940284575229031,51
323.0,University of Notre Dame,Domain,Mathematics and Computing,96.0,28.0,62,0.5874026320431923,45
323.0,University of Notre Dame,Domain,Natural Sciences,167.0,46.0,88,0.5601700660120119,81
323.0,University of Notre Dame,Domain,Social Sciences,114.0,32.0,74,0.565616883423171,69
324.0,University of Oklahoma,Academia,Academia,849.0,330.0,72,0.4558710249852122,142
324.0,University of Oklahoma,Field,Accounting,33.0,9.0,30,0.7104007393472432,25
324.0,University of Oklahoma,Field,Aerospace Engineering,8.0,2.0,56,0.2465024338926538,40
324.0,University of Oklahoma,Field,Agricultural Engineering,5.0,1.0,85,0.3217060868192379,57
324.0,University of Oklahoma,Field,Anthropology,15.0,8.0,59,0.41492179650008,85
324.0,University of Oklahoma,Field,Art History and Criticism,3.0,2.0,51,0.2742844356107856,91
324.0,University of Oklahoma,Field,Astronomy,6.0,1.0,70,0.2290520754817737,68
324.0,University of Oklahoma,Field,Biochemistry,20.0,9.0,61,0.3471536866491375,117
324.0,University of Oklahoma,Field,Biological Sciences,38.0,17.0,44,0.5498997969448517,52
324.0,University of Oklahoma,Field,Biomedical Engineering,3.0,1.0,119,0.3244224315102225,60
324.0,University of Oklahoma,Field,Biostatistics,14.0,2.0,33,0.4870248980552509,36
324.0,University of Oklahoma,Field,Cell Biology,14.0,7.0,65,0.3916898157290511,55
324.0,University of Oklahoma,Field,Chemical Engineering,14.0,6.0,46,0.4924895161786182,60
324.0,University of Oklahoma,Field,Chemistry,16.0,5.0,76,0.3190716907951735,127
324.0,University of Oklahoma,Field,Civil Engineering,26.0,6.0,41,0.4876754511960584,52
324.0,University of Oklahoma,Field,Communication Disorders and Sciences,8.0,7.0,42,0.6058819521870358,29
324.0,University of Oklahoma,Field,Computer Engineering,10.0,2.0,106,0.3770119729436281,91
324.0,University of Oklahoma,Field,Computer Science,7.0,2.0,129,0.2940845094292297,135
324.0,University of Oklahoma,Field,Curriculum and Instruction,16.0,12.0,58,0.4725684810191032,48
324.0,University of Oklahoma,Field,Economics,14.0,5.0,70,0.3568806209256666,111
324.0,University of Oklahoma,Field,Education Administration,18.0,10.0,48,0.4046053233710397,78
324.0,University of Oklahoma,Field,Educational Psychology,9.0,3.0,48,0.4276080627787715,33
324.0,University of Oklahoma,Field,Electrical Engineering,14.0,3.0,94,0.2874653139157054,117
324.0,University of Oklahoma,Field,English Language and Literature,17.0,8.0,86,0.3783594867768778,92
324.0,University of Oklahoma,Field,Environmental Health Sciences,6.0,5.0,43,0.426011373812821,32
324.0,University of Oklahoma,Field,Environmental Sciences,10.0,2.0,62,0.4026537801102826,47
324.0,University of Oklahoma,Field,Epidemiology,16.0,4.0,30,0.454248960387646,42
324.0,University of Oklahoma,Field,"Exercise Science, Kinesiology, Rehab, Health",22.0,7.0,65,0.5048242110563153,68
324.0,University of Oklahoma,Field,Geography,27.0,7.0,25,0.6266696865686882,19
324.0,University of Oklahoma,Field,Geology,23.0,6.0,41,0.4411381770851769,68
324.0,University of Oklahoma,Field,History,21.0,6.0,48,0.4412226606047512,96
324.0,University of Oklahoma,Field,Human Development and Family Sciences,10.0,6.0,55,0.3047822054409208,45
324.0,University of Oklahoma,Field,Immunology,14.0,8.0,56,0.5946276384813853,30
324.0,University of Oklahoma,Field,Industrial Engineering,8.0,5.0,49,0.4233988681313952,36
324.0,University of Oklahoma,Field,Information Science,4.0,3.0,83,0.2420226013608125,53
324.0,University of Oklahoma,Field,International Affairs,5.0,4.0,57,0.5810228172770303,19
324.0,University of Oklahoma,Field,Linguistics,3.0,1.0,57,0.1915974129138513,57
324.0,University of Oklahoma,Field,Mathematics,14.0,4.0,93,0.3540446876547896,109
324.0,University of Oklahoma,Field,Mechanical Engineering,14.0,4.0,78,0.3306254904696208,98
324.0,University of Oklahoma,Field,Microbiology,24.0,12.0,44,0.3678452816127675,75
324.0,University of Oklahoma,Field,Molecular Biology,13.0,8.0,69,0.4581833375657689,39
324.0,University of Oklahoma,Field,Music,44.0,16.0,27,0.5151951873922259,53
324.0,University of Oklahoma,Field,Nursing,14.0,6.0,110,0.4590886755842112,136
324.0,University of Oklahoma,Field,Pathology,16.0,8.0,84,0.3923441178473255,58
324.0,University of Oklahoma,Field,Pharmaceutical Sciences,3.0,2.0,96,0.6223013458713468,18
324.0,University of Oklahoma,Field,Pharmacy,20.0,14.0,21,0.4950075919529213,29
324.0,University of Oklahoma,Field,Physics,14.0,4.0,73,0.4110378824440223,112
324.0,University of Oklahoma,Field,Physiology,6.0,4.0,108,0.2981438941072323,80
324.0,University of Oklahoma,Field,Political Science,27.0,12.0,44,0.4367501848334031,89
324.0,University of Oklahoma,Field,Psychology,24.0,5.0,98,0.4865180685574174,98
324.0,University of Oklahoma,Field,Public Health,11.0,7.0,83,0.7698591954874738,18
324.0,University of Oklahoma,Field,Sociology,11.0,1.0,83,0.3848650323716553,95
324.0,University of Oklahoma,Domain,Applied Sciences,97.0,31.0,66,0.6313760143038498,24
324.0,University of Oklahoma,Domain,Education,47.0,27.0,70,0.4632133653849862,90
324.0,University of Oklahoma,Domain,Engineering,91.0,29.0,69,0.4712442147275146,96
324.0,University of Oklahoma,Domain,Humanities,109.0,39.0,63,0.4367753991519899,100
324.0,University of Oklahoma,Domain,Mathematics and Computing,39.0,12.0,102,0.3281906420173794,133
324.0,University of Oklahoma,Domain,Medicine and Health,152.0,78.0,81,0.368894436920579,165
324.0,University of Oklahoma,Domain,Natural Sciences,209.0,72.0,68,0.4464959748447944,128
324.0,University of Oklahoma,Domain,Social Sciences,131.0,47.0,69,0.4524030602981435,117
325.0,University of Oregon,Academia,Academia,797.0,282.0,76,0.6248177543133866,59
325.0,University of Oregon,Field,Accounting,22.0,7.0,50,0.6929115977975157,27
325.0,University of Oregon,Field,Anthropology,29.0,12.0,35,0.6205964783073007,43
325.0,University of Oregon,Field,Architecture,4.0,1.0,54,0.6044140228684275,18
325.0,University of Oregon,Field,Art History and Criticism,2.0,1.0,79,0.4506778196354982,46
325.0,University of Oregon,Field,Asian Studies,6.0,2.0,17,0.2906943642831285,27
325.0,University of Oregon,Field,Biological Sciences,35.0,10.0,58,0.6250599487685994,40
325.0,University of Oregon,Field,Chemistry,16.0,1.0,81,0.5659805855857338,54
325.0,University of Oregon,Field,Communication Disorders and Sciences,16.0,11.0,17,0.6085751131527429,28
325.0,University of Oregon,Field,Comparative Literature,5.0,2.0,31,0.6271501432861626,11
325.0,University of Oregon,Field,Computer Science,9.0,2.0,109,0.4509442609654217,74
325.0,University of Oregon,Field,Curriculum and Instruction,20.0,10.0,57,0.7715715404972967,15
325.0,University of Oregon,Field,Economics,20.0,6.0,59,0.4911246221637854,63
325.0,University of Oregon,Field,Education Administration,10.0,7.0,70,0.6555363552024716,31
325.0,University of Oregon,Field,English Language and Literature,39.0,17.0,48,0.5331304943766244,56
325.0,University of Oregon,Field,Environmental Sciences,12.0,5.0,57,0.7117125547367833,8
325.0,University of Oregon,Field,Finance,10.0,1.0,69,0.6426990625269374,23
325.0,University of Oregon,Field,French Language and Literature,3.0,2.0,44,0.4341897259694672,28
325.0,University of Oregon,Field,Gender Studies,3.0,1.0,44,0.6282352023948633,12
325.0,University of Oregon,Field,Geography,17.0,2.0,33,0.6878211874376201,15
325.0,University of Oregon,Field,Geology,26.0,7.0,38,0.6227901451850808,30
325.0,University of Oregon,Field,Germanic Languages and Literatures,3.0,1.0,39,0.4527145336422688,34
325.0,University of Oregon,Field,History,10.0,1.0,86,0.4825405098089488,80
325.0,University of Oregon,Field,Human Development and Family Sciences,10.0,6.0,56,0.4178459295015284,35
325.0,University of Oregon,Field,Linguistics,5.0,2.0,46,0.3273700160376573,46
325.0,University of Oregon,Field,Management,20.0,8.0,70,0.6351024787602529,24
325.0,University of Oregon,Field,Marketing,11.0,3.0,72,0.5009817266686686,54
325.0,University of Oregon,Field,Mathematics,17.0,4.0,83,0.5164890110748716,58
325.0,University of Oregon,Field,Music,16.0,5.0,52,0.5247556568733367,51
325.0,University of Oregon,Field,Operations Research,2.0,1.0,88,0.4992126461230405,25
325.0,University of Oregon,Field,Philosophy,9.0,2.0,64,0.5208717601015446,60
325.0,University of Oregon,Field,Physics,17.0,6.0,58,0.5394239937403067,55
325.0,University of Oregon,Field,Physiology,13.0,6.0,60,0.668350621324786,25
325.0,University of Oregon,Field,Political Science,19.0,8.0,64,0.5851606549473763,52
325.0,University of Oregon,Field,Psychology,61.0,21.0,41,0.7217540169260803,24
325.0,University of Oregon,Field,Religious Studies,1.0,1.0,105,0.4441542554225012,36
325.0,University of Oregon,Field,Sociology,26.0,9.0,52,0.570944535420888,49
325.0,University of Oregon,Field,Special Education,31.0,15.0,6,1.0,0
325.0,University of Oregon,Field,"Theatre Literature, History and Criticism",4.0,3.0,53,0.7070594561197392,12
325.0,University of Oregon,Field,Urban and Regional Planning,7.0,2.0,32,0.550361694094925,23
325.0,University of Oregon,Domain,Applied Sciences,86.0,29.0,74,0.5059395511025809,48
325.0,University of Oregon,Domain,Education,86.0,41.0,35,0.6931860684484505,30
325.0,University of Oregon,Domain,Engineering,10.0,2.0,166,0.6313203901621561,44
325.0,University of Oregon,Domain,Humanities,129.0,48.0,59,0.5195826574607585,73
325.0,University of Oregon,Domain,Mathematics and Computing,32.0,8.0,113,0.5230584927997936,61
325.0,University of Oregon,Domain,Medicine and Health,99.0,49.0,105,0.6968460669401694,30
325.0,University of Oregon,Domain,Natural Sciences,187.0,59.0,77,0.7195776970558814,28
325.0,University of Oregon,Domain,Social Sciences,218.0,74.0,46,0.6230504714528257,53
327.0,University of Pittsburgh,Academia,Academia,1931.0,628.0,32,0.642060603965453,53
327.0,University of Pittsburgh,Field,Accounting,19.0,5.0,48,0.8760884705444087,9
327.0,University of Pittsburgh,Field,Agricultural Engineering,17.0,6.0,43,0.3107497013618539,58
327.0,University of Pittsburgh,Field,Anthropology,22.0,8.0,46,0.6526506303114693,37
327.0,University of Pittsburgh,Field,Art History and Criticism,13.0,5.0,30,0.5915373390515227,25
327.0,University of Pittsburgh,Field,Asian Languages,2.0,1.0,29,0.4302951340750514,27
327.0,University of Pittsburgh,Field,Asian Studies,1.0,1.0,36,0.0908879422409361,42
327.0,University of Pittsburgh,Field,Astronomy,11.0,2.0,44,0.4140139199762799,41
327.0,University of Pittsburgh,Field,Atmospheric Sciences and Meteorology,2.0,1.0,85,0.3976021401672064,34
327.0,University of Pittsburgh,Field,Biological Sciences,37.0,12.0,54,0.6186014559486379,41
327.0,University of Pittsburgh,Field,Biomedical Engineering,28.0,9.0,20,0.3914300606755291,50
327.0,University of Pittsburgh,Field,Biostatistics,44.0,15.0,6,0.8298707687664811,13
327.0,University of Pittsburgh,Field,Cell Biology,19.0,5.0,51,0.610472794364222,19
327.0,University of Pittsburgh,Field,Chemical Engineering,19.0,6.0,38,0.5910773529254979,38
327.0,University of Pittsburgh,Field,Chemistry,50.0,16.0,30,0.6186884101207547,35
327.0,University of Pittsburgh,Field,Civil Engineering,11.0,5.0,76,0.4120824939608082,67
327.0,University of Pittsburgh,Field,Classics and Classical Languages,6.0,2.0,39,0.4774792703305058,30
327.0,University of Pittsburgh,Field,Communication Disorders and Sciences,17.0,8.0,13,0.7760148587248215,10
327.0,University of Pittsburgh,Field,Computer Engineering,41.0,14.0,39,0.6537108670045743,33
327.0,University of Pittsburgh,Field,Computer Science,52.0,11.0,37,0.6242163063347023,36
327.0,University of Pittsburgh,Field,Curriculum and Instruction,16.0,7.0,45,0.7266091123133969,24
327.0,University of Pittsburgh,Field,Economics,35.0,8.0,43,0.58161327055634,41
327.0,University of Pittsburgh,Field,Education Administration,17.0,11.0,38,0.8713004581232678,3
327.0,University of Pittsburgh,Field,Educational Psychology,11.0,5.0,46,0.7529050022014012,9
327.0,University of Pittsburgh,Field,Electrical Engineering,36.0,14.0,45,0.4851633831164808,56
327.0,University of Pittsburgh,Field,English Language and Literature,59.0,20.0,34,0.5771361105897425,44
327.0,University of Pittsburgh,Field,Environmental Engineering,9.0,4.0,71,0.3307235391164688,67
327.0,University of Pittsburgh,Field,Environmental Health Sciences,8.0,3.0,21,0.7682446048325295,7
327.0,University of Pittsburgh,Field,Epidemiology,66.0,20.0,5,0.8249242480606801,9
327.0,University of Pittsburgh,Field,"Exercise Science, Kinesiology, Rehab, Health",110.0,36.0,3,0.6857392041321771,28
327.0,University of Pittsburgh,Field,Finance,22.0,5.0,45,0.6831125128589833,18
327.0,University of Pittsburgh,Field,Geology,10.0,5.0,85,0.4331817093525293,72
327.0,University of Pittsburgh,Field,"Health, Physical Education, Recreation",14.0,3.0,16,0.8190575490817747,6
327.0,University of Pittsburgh,Field,History,19.0,2.0,51,0.5383752992557713,60
327.0,University of Pittsburgh,Field,Human Development and Family Sciences,24.0,8.0,24,0.913650243071964,1
327.0,University of Pittsburgh,Field,Immunology,5.0,1.0,97,0.4249636982526343,49
327.0,University of Pittsburgh,Field,Industrial Engineering,27.0,4.0,16,0.7202458111397132,11
327.0,University of Pittsburgh,Field,Information Science,40.0,20.0,2,0.8290901476062631,4
327.0,University of Pittsburgh,Field,Information Technology,26.0,7.0,7,1.0,0
327.0,University of Pittsburgh,Field,International Affairs,13.0,5.0,29,0.6519512610826841,15
327.0,University of Pittsburgh,Field,Linguistics,7.0,1.0,34,0.3937545822740889,38
327.0,University of Pittsburgh,Field,Management,45.0,21.0,32,0.8299527460016226,3
327.0,University of Pittsburgh,Field,Marketing,39.0,5.0,10,0.8773117292057035,5
327.0,University of Pittsburgh,Field,Materials Engineering,9.0,3.0,60,0.3585987153273804,57
327.0,University of Pittsburgh,Field,Mathematics,42.0,10.0,47,0.5841480800012859,42
327.0,University of Pittsburgh,Field,Mechanical Engineering,21.0,8.0,62,0.4603792311107388,60
327.0,University of Pittsburgh,Field,Microbiology,25.0,5.0,39,0.3990024314364676,71
327.0,University of Pittsburgh,Field,Music,24.0,11.0,43,0.7271139762682167,19
327.0,University of Pittsburgh,Field,Neuroscience,23.0,9.0,28,0.4990990549741512,37
327.0,University of Pittsburgh,Field,Nursing,107.0,53.0,10,0.9128731608187286,14
327.0,University of Pittsburgh,Field,Pathology,60.0,23.0,8,0.2875041027084074,70
327.0,University of Pittsburgh,Field,Pharmaceutical Sciences,18.0,5.0,14,0.693348109451011,14
327.0,University of Pittsburgh,Field,Pharmacology,28.0,12.0,17,0.5965318514804808,35
327.0,University of Pittsburgh,Field,Pharmacy,27.0,12.0,19,0.8257497950362577,10
327.0,University of Pittsburgh,Field,Philosophy,130.0,25.0,2,0.8447919805560197,8
327.0,University of Pittsburgh,Field,Physics,26.0,3.0,43,0.5655752767543457,49
327.0,University of Pittsburgh,Field,Physiology,24.0,8.0,30,0.6602477442392646,27
327.0,University of Pittsburgh,Field,Political Science,41.0,11.0,36,0.6716715664767677,28
327.0,University of Pittsburgh,Field,Psychology,62.0,15.0,38,0.7015333144913387,27
327.0,University of Pittsburgh,Field,Public Health,64.0,21.0,11,0.771000574209914,17
327.0,University of Pittsburgh,Field,Religious Studies,9.0,2.0,43,0.6088142697989806,21
327.0,University of Pittsburgh,Field,Social Work,62.0,21.0,13,0.934640999692678,6
327.0,University of Pittsburgh,Field,Sociology,17.0,6.0,68,0.5408104434054057,56
327.0,University of Pittsburgh,Field,Spanish Language and Literature,18.0,3.0,17,0.7123752402405129,11
327.0,University of Pittsburgh,Field,Speech and Hearing Sciences,23.0,12.0,8,0.7881392127427461,9
327.0,University of Pittsburgh,Field,Statistics,20.0,4.0,44,0.5927195683074231,28
327.0,University of Pittsburgh,Domain,Applied Sciences,165.0,51.0,49,0.6727529742087278,19
327.0,University of Pittsburgh,Domain,Education,65.0,34.0,44,0.7117087455966603,24
327.0,University of Pittsburgh,Domain,Engineering,137.0,51.0,43,0.5654058103332853,65
327.0,University of Pittsburgh,Domain,Humanities,344.0,91.0,27,0.7073796707819731,25
327.0,University of Pittsburgh,Domain,Mathematics and Computing,174.0,53.0,33,0.6018475991583926,42
327.0,University of Pittsburgh,Domain,Medicine and Health,583.0,217.0,10,0.6199758675320118,54
327.0,University of Pittsburgh,Domain,Natural Sciences,374.0,124.0,38,0.5381642408992938,85
327.0,University of Pittsburgh,Domain,Social Sciences,197.0,56.0,51,0.6439689402860798,42
328.0,University of Rhode Island,Academia,Academia,299.0,126.0,127,0.40079661333332,178
328.0,University of Rhode Island,Field,Agricultural Economics,4.0,4.0,47,0.5965487316065928,9
328.0,University of Rhode Island,Field,Animal Sciences,3.0,2.0,53,0.1657583187155827,47
328.0,University of Rhode Island,Field,Atmospheric Sciences and Meteorology,15.0,7.0,27,0.5216169134281093,22
328.0,University of Rhode Island,Field,Biological Sciences,17.0,14.0,102,0.515508039477195,62
328.0,University of Rhode Island,Field,Business Administration,9.0,5.0,75,0.1274455235742886,48
328.0,University of Rhode Island,Field,Cell Biology,3.0,1.0,143,0.1819208591791342,84
328.0,University of Rhode Island,Field,Chemical Engineering,2.0,1.0,116,0.2670614673442611,106
328.0,University of Rhode Island,Field,Chemistry,3.0,3.0,161,0.3985246394933382,98
328.0,University of Rhode Island,Field,Civil Engineering,6.0,1.0,88,0.4218889066253701,63
328.0,University of Rhode Island,Field,Computer Engineering,24.0,7.0,65,0.5659111613005935,47
328.0,University of Rhode Island,Field,Computer Science,10.0,3.0,113,0.3393502069221197,118
328.0,University of Rhode Island,Field,Education,6.0,2.0,116,0.4368476929507348,45
328.0,University of Rhode Island,Field,Electrical Engineering,23.0,5.0,67,0.4352287536867466,66
328.0,University of Rhode Island,Field,English Language and Literature,6.0,2.0,134,0.3405203784993076,107
328.0,University of Rhode Island,Field,Environmental Engineering,9.0,2.0,66,0.3557930961054694,61
328.0,University of Rhode Island,Field,"Exercise Science, Kinesiology, Rehab, Health",4.0,1.0,146,0.2695920424983415,110
328.0,University of Rhode Island,Field,Food Science,5.0,3.0,47,0.4449232875491812,27
328.0,University of Rhode Island,Field,Gender Studies,1.0,1.0,109,0.1045961771356443,46
328.0,University of Rhode Island,Field,Geology,18.0,8.0,60,0.7202110796091417,15
328.0,University of Rhode Island,Field,Marine Sciences,37.0,15.0,3,0.5564213545506146,9
328.0,University of Rhode Island,Field,Mathematics,5.0,2.0,133,0.273025381995912,137
328.0,University of Rhode Island,Field,Mechanical Engineering,10.0,3.0,86,0.3721689342679541,85
328.0,University of Rhode Island,Field,Molecular Biology,1.0,1.0,180,0.119550015048138,85
328.0,University of Rhode Island,Field,Nursing,24.0,14.0,75,0.8066942704543427,34
328.0,University of Rhode Island,Field,Nutrition Sciences,5.0,3.0,82,0.3580959230133368,52
328.0,University of Rhode Island,Field,Pharmaceutical Sciences,14.0,10.0,31,0.5374288728848968,28
328.0,University of Rhode Island,Field,Pharmacy,18.0,7.0,26,0.6634738980481839,17
328.0,University of Rhode Island,Field,Physics,4.0,1.0,141,0.4410943650221298,93
328.0,University of Rhode Island,Field,Plant Sciences,2.0,1.0,70,0.6216888838520286,5
328.0,University of Rhode Island,Field,Psychology,16.0,4.0,123,0.3417400101411749,150
328.0,University of Rhode Island,Field,Statistics,4.0,1.0,102,0.2462841408627415,86
328.0,University of Rhode Island,Field,Veterinary Medical Sciences,1.0,1.0,127,0.1671644846032759,41
328.0,University of Rhode Island,Domain,Applied Sciences,36.0,18.0,109,0.2699369602229606,126
328.0,University of Rhode Island,Domain,Education,6.0,2.0,197,0.3085593825686417,145
328.0,University of Rhode Island,Domain,Engineering,46.0,13.0,97,0.4989734958668638,86
328.0,University of Rhode Island,Domain,Humanities,7.0,3.0,185,0.2676377311029044,186
328.0,University of Rhode Island,Domain,Mathematics and Computing,37.0,11.0,104,0.3702733355226809,113
328.0,University of Rhode Island,Domain,Medicine and Health,76.0,37.0,126,0.3907483016511334,150
328.0,University of Rhode Island,Domain,Natural Sciences,105.0,44.0,114,0.4311107792488353,138
328.0,University of Rhode Island,Domain,Social Sciences,28.0,11.0,151,0.3676544958542307,156
329.0,University of Rochester,Academia,Academia,1432.0,478.0,44,0.7604859139757847,21
329.0,University of Rochester,Field,Anatomy,13.0,4.0,34,0.3411420357327533,24
329.0,University of Rochester,Field,Anthropology,8.0,5.0,83,0.7068070296359479,26
329.0,University of Rochester,Field,Art History and Criticism,8.0,2.0,38,0.6870106099784239,15
329.0,University of Rochester,Field,Astronomy,29.0,7.0,24,0.6229119070368587,22
329.0,University of Rochester,Field,Biochemistry,39.0,11.0,31,0.7004448116294698,22
329.0,University of Rochester,Field,Biological Sciences,31.0,8.0,66,0.7007396285217838,22
329.0,University of Rochester,Field,Biomedical Engineering,16.0,10.0,45,0.6709250054338962,22
329.0,University of Rochester,Field,Biophysics,17.0,7.0,16,0.6976355670569249,12
329.0,University of Rochester,Field,Biostatistics,18.0,6.0,22,0.7517024937991805,18
329.0,University of Rochester,Field,Business Administration,27.0,9.0,28,0.6586093041831321,12
329.0,University of Rochester,Field,Chemical Engineering,12.0,3.0,50,0.5970673736192559,36
329.0,University of Rochester,Field,Chemistry,36.0,10.0,39,0.7126729557275593,18
329.0,University of Rochester,Field,Computer Engineering,41.0,13.0,41,0.9005477313995054,4
329.0,University of Rochester,Field,Computer Science,36.0,11.0,53,0.7526573472011013,13
329.0,University of Rochester,Field,Counselor Education,7.0,1.0,78,0.4462980393530993,33
329.0,University of Rochester,Field,Curriculum and Instruction,5.0,4.0,116,0.5717234819061814,36
329.0,University of Rochester,Field,Economics,82.0,28.0,17,0.8113907841074608,10
329.0,University of Rochester,Field,Education Administration,7.0,6.0,98,0.620524521850968,37
329.0,University of Rochester,Field,Electrical Engineering,43.0,18.0,41,0.6948639021983104,17
329.0,University of Rochester,Field,English Language and Literature,38.0,13.0,49,0.7097930253222464,23
329.0,University of Rochester,Field,Environmental Health Sciences,12.0,9.0,22,0.4461594223189801,30
329.0,University of Rochester,Field,Environmental Sciences,2.0,1.0,133,0.3306190797538953,56
329.0,University of Rochester,Field,Epidemiology,14.0,5.0,39,0.4112652550266978,47
329.0,University of Rochester,Field,Geology,10.0,3.0,88,0.5609503417936818,40
329.0,University of Rochester,Field,History,26.0,12.0,41,0.7404369246188075,19
329.0,University of Rochester,Field,Immunology,17.0,7.0,35,0.6467020939482248,23
329.0,University of Rochester,Field,Linguistics,5.0,2.0,44,0.5220829063806947,26
329.0,University of Rochester,Field,Management,31.0,13.0,42,0.6090498789685737,32
329.0,University of Rochester,Field,Mathematics,26.0,8.0,70,0.6406430802512401,30
329.0,University of Rochester,Field,Mechanical Engineering,5.0,1.0,125,0.3670287084916097,90
329.0,University of Rochester,Field,Microbiology,30.0,13.0,30,0.62220985294664,36
329.0,University of Rochester,Field,Music,223.0,57.0,1,0.807790641281704,11
329.0,University of Rochester,Field,Neuroscience,21.0,7.0,33,0.4899771744983646,41
329.0,University of Rochester,Field,Nursing,55.0,28.0,30,0.9327104959253114,9
329.0,University of Rochester,Field,Pathology,47.0,27.0,12,0.5806613900573773,31
329.0,University of Rochester,Field,Pharmacology,28.0,7.0,13,0.8489416152168568,8
329.0,University of Rochester,Field,Philosophy,16.0,5.0,48,0.6320941079730309,33
329.0,University of Rochester,Field,Physics,81.0,20.0,19,0.7720885337627158,13
329.0,University of Rochester,Field,Physiology,26.0,11.0,26,0.7378456120922737,17
